ANNEE,CODE_CC,DESC_CC,FAMILLE,SOUS_FAMILLE,MONTANT
2022,2030,Commercial & Estate Department,Charges financières et amortissements,Amortissements des immobilisations,-58112578.0
2022,2030,Commercial & Estate Department,Charges financières et amortissements,Intérêts sur emprunts,-56387662.0
2022,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Impôts et taxes directs,-34692634.0
2022,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Pénalités et amendes,-35378429.0
2022,2040,Corporate Services Department,Charges de personnel et social,Salaires du personnel permanent,-355591518.0
2022,2040,Corporate Services Department,Charges de personnel et social,Charges sociales,-360448314.0
2022,2040,Corporate Services Department,Charges de personnel et social,Primes et indemnités,-327871220.0
2022,2040,Corporate Services Department,"Achats, matières et consommables",Consommables de bureau,-82151155.0
2022,2040,Corporate Services Department,"Achats, matières et consommables",Pièces détachées,-79424151.0
2022,2040,Corporate Services Department,"Achats, matières et consommables",Carburants et lubrifiants,-85981855.0
2022,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-129542382.0
2022,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-136814679.0
2022,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-121947945.0
2022,2040,Corporate Services Department,"Énergie, eau et fluides",Électricité,-85860629.0
2022,2040,Corporate Services Department,"Énergie, eau et fluides",Eau,-76930515.0
2022,2040,Corporate Services Department,"Énergie, eau et fluides",Autres énergies,-85771915.0
2022,2040,Corporate Services Department,Prestations externes et frais,Sous-traitance générale,-77910537.0
2022,2040,Corporate Services Department,Prestations externes et frais,Honoraires et conseils,-76139207.0
2022,2040,Corporate Services Department,Prestations externes et frais,Assurances,-79817580.0
2022,2040,Corporate Services Department,"Transport, déplacements et logistique",Transport du personnel,-49879822.0
2022,2040,Corporate Services Department,"Transport, déplacements et logistique",Missions et déplacements,-47072550.0
2022,2040,Corporate Services Department,Charges financières et amortissements,Amortissements des immobilisations,-61315017.0
2022,2040,Corporate Services Department,Charges financières et amortissements,Intérêts sur emprunts,-60513287.0
2022,2040,Corporate Services Department,"Impôts, risques et autres charges",Impôts et taxes directs,-35667367.0
2022,2040,Corporate Services Department,"Impôts, risques et autres charges",Pénalités et amendes,-36638684.0
2022,2050,Safety & Security Department,Charges de personnel et social,Salaires du personnel permanent,-326715356.0
2022,2050,Safety & Security Department,Charges de personnel et social,Charges sociales,-348222796.0
2022,2050,Safety & Security Department,Charges de personnel et social,Primes et indemnités,-314730110.0
2022,2050,Safety & Security Department,"Achats, matières et consommables",Consommables de bureau,-85355098.0
2022,2050,Safety & Security Department,"Achats, matières et consommables",Pièces détachées,-80989209.0
2022,2050,Safety & Security Department,"Achats, matières et consommables",Carburants et lubrifiants,-83030238.0
2022,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-133254744.0
2022,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-131967785.0
2022,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-126438841.0
2022,2050,Safety & Security Department,"Énergie, eau et fluides",Électricité,-75705816.0
2022,2050,Safety & Security Department,"Énergie, eau et fluides",Eau,-82407792.0
2022,2050,Safety & Security Department,"Énergie, eau et fluides",Autres énergies,-78640589.0
2022,2050,Safety & Security Department,Prestations externes et frais,Sous-traitance générale,-78456938.0
2022,2050,Safety & Security Department,Prestations externes et frais,Honoraires et conseils,-84480395.0
2022,2050,Safety & Security Department,Prestations externes et frais,Assurances,-83033895.0
2022,2050,Safety & Security Department,"Transport, déplacements et logistique",Transport du personnel,-46982181.0
2022,2050,Safety & Security Department,"Transport, déplacements et logistique",Missions et déplacements,-47042826.0
2022,2050,Safety & Security Department,Charges financières et amortissements,Amortissements des immobilisations,-59641823.0
2022,2050,Safety & Security Department,Charges financières et amortissements,Intérêts sur emprunts,-59591137.0
2022,2050,Safety & Security Department,"Impôts, risques et autres charges",Impôts et taxes directs,-35212950.0
2022,2050,Safety & Security Department,"Impôts, risques et autres charges",Pénalités et amendes,-34358486.0
2022,2060,Finance Department,Charges de personnel et social,Salaires du personnel permanent,-334565141.0
2022,2060,Finance Department,Charges de personnel et social,Charges sociales,-359191893.0
2022,2060,Finance Department,Charges de personnel et social,Primes et indemnités,-346732293.0
2022,2060,Finance Department,"Achats, matières et consommables",Consommables de bureau,-85098307.0
2022,2060,Finance Department,"Achats, matières et consommables",Pièces détachées,-81858307.0
2022,2060,Finance Department,"Achats, matières et consommables",Carburants et lubrifiants,-78310712.0
2022,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-129753889.0
2022,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-119873992.0
2022,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-125043865.0
2022,2060,Finance Department,"Énergie, eau et fluides",Électricité,-79764850.0
2022,2060,Finance Department,"Énergie, eau et fluides",Eau,-81457606.0
2022,2060,Finance Department,"Énergie, eau et fluides",Autres énergies,-82300291.0
2022,2060,Finance Department,Prestations externes et frais,Sous-traitance générale,-80160700.0
2022,2060,Finance Department,Prestations externes et frais,Honoraires et conseils,-79903247.0
2022,2060,Finance Department,Prestations externes et frais,Assurances,-77326744.0
2022,2060,Finance Department,"Transport, déplacements et logistique",Transport du personnel,-48151893.0
2022,2060,Finance Department,"Transport, déplacements et logistique",Missions et déplacements,-51047990.0
2022,2060,Finance Department,Charges financières et amortissements,Amortissements des immobilisations,-62920543.0
2022,2060,Finance Department,Charges financières et amortissements,Intérêts sur emprunts,-57622806.0
2022,2060,Finance Department,"Impôts, risques et autres charges",Impôts et taxes directs,-34142837.0
2022,2060,Finance Department,"Impôts, risques et autres charges",Pénalités et amendes,-36328419.0
2023,2010,Port Operations Department,Charges de personnel et social,Salaires du personnel permanent,-369095212.0
2023,2010,Port Operations Department,Charges de personnel et social,Charges sociales,-330823616.0
2023,2010,Port Operations Department,Charges de personnel et social,Primes et indemnités,-347651917.0
2023,2010,Port Operations Department,"Achats, matières et consommables",Consommables de bureau,-85299782.0
2023,2010,Port Operations Department,"Achats, matières et consommables",Pièces détachées,-80193843.0
2023,2010,Port Operations Department,"Achats, matières et consommables",Carburants et lubrifiants,-86080795.0
2023,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-133938925.0
2023,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-129240000.0
2023,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-136973064.0
2023,2010,Port Operations Department,"Énergie, eau et fluides",Électricité,-77978368.0
2023,2010,Port Operations Department,"Énergie, eau et fluides",Eau,-86721312.0
2023,2010,Port Operations Department,"Énergie, eau et fluides",Autres énergies,-86945120.0
2023,2010,Port Operations Department,Prestations externes et frais,Sous-traitance générale,-79163484.0
2023,2010,Port Operations Department,Prestations externes et frais,Honoraires et conseils,-82899826.0
2023,2010,Port Operations Department,Prestations externes et frais,Assurances,-79976289.0
2023,2010,Port Operations Department,"Transport, déplacements et logistique",Transport du personnel,-53489526.0
2023,2010,Port Operations Department,"Transport, déplacements et logistique",Missions et déplacements,-50393041.0
2023,2010,Port Operations Department,Charges financières et amortissements,Amortissements des immobilisations,-58876754.0
2023,2010,Port Operations Department,Charges financières et amortissements,Intérêts sur emprunts,-60627114.0
2023,2010,Port Operations Department,"Impôts, risques et autres charges",Impôts et taxes directs,-39538519.0
2023,2010,Port Operations Department,"Impôts, risques et autres charges",Pénalités et amendes,-37470206.0
2023,2020,Engineering & Infrastructure Department,Charges de personnel et social,Salaires du personnel permanent,-366714850.0
2023,2020,Engineering & Infrastructure Department,Charges de personnel et social,Charges sociales,-360121769.0
2023,2020,Engineering & Infrastructure Department,Charges de personnel et social,Primes et indemnités,-375900899.0
2023,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Consommables de bureau,-84897327.0
2023,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Pièces détachées,-89056242.0
2023,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Carburants et lubrifiants,-88368769.0
2023,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-136158503.0
2023,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-138159388.0
2023,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-134134113.0
2023,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Électricité,-87654987.0
2023,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Eau,-84339263.0
2023,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Autres énergies,-88436587.0
2023,2020,Engineering & Infrastructure Department,Prestations externes et frais,Sous-traitance générale,-86635585.0
2023,2020,Engineering & Infrastructure Department,Prestations externes et frais,Honoraires et conseils,-83480737.0
2023,2020,Engineering & Infrastructure Department,Prestations externes et frais,Assurances,-80953362.0
2023,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Transport du personnel,-48487908.0
2023,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Missions et déplacements,-51235436.0
2023,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Amortissements des immobilisations,-65171608.0
2023,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Intérêts sur emprunts,-63020701.0
2023,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38368978.0
2023,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Pénalités et amendes,-36510325.0
2023,2030,Commercial & Estate Department,Charges de personnel et social,Salaires du personnel permanent,-331052933.0
2023,2030,Commercial & Estate Department,Charges de personnel et social,Charges sociales,-341311350.0
2023,2030,Commercial & Estate Department,Charges de personnel et social,Primes et indemnités,-340621048.0
2023,2030,Commercial & Estate Department,"Achats, matières et consommables",Consommables de bureau,-81663171.0
2023,2030,Commercial & Estate Department,"Achats, matières et consommables",Pièces détachées,-84248719.0
2023,2030,Commercial & Estate Department,"Achats, matières et consommables",Carburants et lubrifiants,-79536307.0
2023,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-129001238.0
2023,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-137684150.0
2023,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-137918152.0
2023,2030,Commercial & Estate Department,"Énergie, eau et fluides",Électricité,-78666666.0
2023,2030,Commercial & Estate Department,"Énergie, eau et fluides",Eau,-82694021.0
2023,2030,Commercial & Estate Department,"Énergie, eau et fluides",Autres énergies,-84277559.0
2023,2030,Commercial & Estate Department,Prestations externes et frais,Sous-traitance générale,-82789903.0
2023,2030,Commercial & Estate Department,Prestations externes et frais,Honoraires et conseils,-80339271.0
2023,2030,Commercial & Estate Department,Prestations externes et frais,Assurances,-82841150.0
2023,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Transport du personnel,-53115650.0
2023,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Missions et déplacements,-50858362.0
2023,2030,Commercial & Estate Department,Charges financières et amortissements,Amortissements des immobilisations,-64553284.0
2023,2030,Commercial & Estate Department,Charges financières et amortissements,Intérêts sur emprunts,-65971386.0
2023,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Impôts et taxes directs,-39101808.0
2023,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Pénalités et amendes,-37068651.0
2023,2040,Corporate Services Department,Charges de personnel et social,Salaires du personnel permanent,-327526449.0
2023,2040,Corporate Services Department,Charges de personnel et social,Charges sociales,-344564108.0
2023,2040,Corporate Services Department,Charges de personnel et social,Primes et indemnités,-364353189.0
2023,2040,Corporate Services Department,"Achats, matières et consommables",Consommables de bureau,-87923330.0
2023,2040,Corporate Services Department,"Achats, matières et consommables",Pièces détachées,-89096012.0
2023,2040,Corporate Services Department,"Achats, matières et consommables",Carburants et lubrifiants,-82827987.0
2023,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-138689378.0
2023,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-134910174.0
2023,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-135982105.0
2023,2040,Corporate Services Department,"Énergie, eau et fluides",Électricité,-80500007.0
2023,2040,Corporate Services Department,"Énergie, eau et fluides",Eau,-80486905.0
2023,2040,Corporate Services Department,"Énergie, eau et fluides",Autres énergies,-83025205.0
2023,2040,Corporate Services Department,Prestations externes et frais,Sous-traitance générale,-78253762.0
2023,2040,Corporate Services Department,Prestations externes et frais,Honoraires et conseils,-81855759.0
2023,2040,Corporate Services Department,Prestations externes et frais,Assurances,-85878913.0
2023,2040,Corporate Services Department,"Transport, déplacements et logistique",Transport du personnel,-49593311.0
2023,2040,Corporate Services Department,"Transport, déplacements et logistique",Missions et déplacements,-47909475.0
2023,2040,Corporate Services Department,Charges financières et amortissements,Amortissements des immobilisations,-62546475.0
2023,2040,Corporate Services Department,Charges financières et amortissements,Intérêts sur emprunts,-59557699.0
2023,2040,Corporate Services Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38345272.0
2023,2040,Corporate Services Department,"Impôts, risques et autres charges",Pénalités et amendes,-35203329.0
2023,2050,Safety & Security Department,Charges de personnel et social,Salaires du personnel permanent,-346645963.0
2023,2050,Safety & Security Department,Charges de personnel et social,Charges sociales,-355038702.0
2023,2050,Safety & Security Department,Charges de personnel et social,Primes et indemnités,-328571083.0
2023,2050,Safety & Security Department,"Achats, matières et consommables",Consommables de bureau,-85452073.0
2023,2050,Safety & Security Department,"Achats, matières et consommables",Pièces détachées,-79504938.0
2023,2050,Safety & Security Department,"Achats, matières et consommables",Carburants et lubrifiants,-83328543.0
2023,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-125604986.0
2023,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-131775681.0
2023,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-128633397.0
2023,2050,Safety & Security Department,"Énergie, eau et fluides",Électricité,-81746871.0
2023,2050,Safety & Security Department,"Énergie, eau et fluides",Eau,-86841712.0
2023,2050,Safety & Security Department,"Énergie, eau et fluides",Autres énergies,-82360063.0
2023,2050,Safety & Security Department,Prestations externes et frais,Sous-traitance générale,-86733573.0
2023,2050,Safety & Security Department,Prestations externes et frais,Honoraires et conseils,-87670881.0
2023,2050,Safety & Security Department,Prestations externes et frais,Assurances,-80872198.0
2023,2050,Safety & Security Department,"Transport, déplacements et logistique",Transport du personnel,-47324401.0
2023,2050,Safety & Security Department,"Transport, déplacements et logistique",Missions et déplacements,-46884407.0
2023,2050,Safety & Security Department,Charges financières et amortissements,Amortissements des immobilisations,-63180090.0
2023,2050,Safety & Security Department,Charges financières et amortissements,Intérêts sur emprunts,-67230856.0
2023,2050,Safety & Security Department,"Impôts, risques et autres charges",Impôts et taxes directs,-36908091.0
2023,2050,Safety & Security Department,"Impôts, risques et autres charges",Pénalités et amendes,-38492461.0
2023,2060,Finance Department,Charges de personnel et social,Salaires du personnel permanent,-365720582.0
2023,2060,Finance Department,Charges de personnel et social,Charges sociales,-359342303.0
2023,2060,Finance Department,Charges de personnel et social,Primes et indemnités,-364390533.0
2023,2060,Finance Department,"Achats, matières et consommables",Consommables de bureau,-89051224.0
2023,2060,Finance Department,"Achats, matières et consommables",Pièces détachées,-80251613.0
2023,2060,Finance Department,"Achats, matières et consommables",Carburants et lubrifiants,-78152368.0
2023,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-127520974.0
2023,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-127030024.0
2023,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-137224547.0
2023,2060,Finance Department,"Énergie, eau et fluides",Électricité,-84528070.0
2023,2060,Finance Department,"Énergie, eau et fluides",Eau,-80469815.0
2023,2060,Finance Department,"Énergie, eau et fluides",Autres énergies,-86117280.0
2023,2060,Finance Department,Prestations externes et frais,Sous-traitance générale,-86908196.0
2023,2060,Finance Department,Prestations externes et frais,Honoraires et conseils,-79881314.0
2023,2060,Finance Department,Prestations externes et frais,Assurances,-85035672.0
2023,2060,Finance Department,"Transport, déplacements et logistique",Transport du personnel,-52011402.0
2023,2060,Finance Department,"Transport, déplacements et logistique",Missions et déplacements,-47554006.0
2023,2060,Finance Department,Charges financières et amortissements,Amortissements des immobilisations,-65642119.0
2023,2060,Finance Department,Charges financières et amortissements,Intérêts sur emprunts,-66921327.0
2023,2060,Finance Department,"Impôts, risques et autres charges",Impôts et taxes directs,-35631545.0
2023,2060,Finance Department,"Impôts, risques et autres charges",Pénalités et amendes,-35196531.0
2024,2010,Port Operations Department,Charges de personnel et social,Salaires du personnel permanent,-383319601.0
2024,2010,Port Operations Department,Charges de personnel et social,Charges sociales,-370536657.0
2024,2010,Port Operations Department,Charges de personnel et social,Primes et indemnités,-346014693.0
2024,2010,Port Operations Department,"Achats, matières et consommables",Consommables de bureau,-92893224.0
2024,2010,Port Operations Department,"Achats, matières et consommables",Pièces détachées,-90442499.0
2024,2010,Port Operations Department,"Achats, matières et consommables",Carburants et lubrifiants,-85138942.0
2024,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-137804231.0
2024,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-136677685.0
2024,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-139316164.0
2024,2010,Port Operations Department,"Énergie, eau et fluides",Électricité,-85066196.0
2024,2010,Port Operations Department,"Énergie, eau et fluides",Eau,-91257831.0
2024,2010,Port Operations Department,"Énergie, eau et fluides",Autres énergies,-90925991.0
2024,2010,Port Operations Department,Prestations externes et frais,Sous-traitance générale,-82195463.0
2024,2010,Port Operations Department,Prestations externes et frais,Honoraires et conseils,-92612393.0
2024,2010,Port Operations Department,Prestations externes et frais,Assurances,-88651427.0
2024,2010,Port Operations Department,"Transport, déplacements et logistique",Transport du personnel,-54602193.0
2024,2010,Port Operations Department,"Transport, déplacements et logistique",Missions et déplacements,-53715012.0
2024,2010,Port Operations Department,Charges financières et amortissements,Amortissements des immobilisations,-64660675.0
2024,2010,Port Operations Department,Charges financières et amortissements,Intérêts sur emprunts,-67385720.0
2024,2010,Port Operations Department,"Impôts, risques et autres charges",Impôts et taxes directs,-41701262.0
2024,2010,Port Operations Department,"Impôts, risques et autres charges",Pénalités et amendes,-37889822.0
2024,2020,Engineering & Infrastructure Department,Charges de personnel et social,Salaires du personnel permanent,-381166239.0
2024,2020,Engineering & Infrastructure Department,Charges de personnel et social,Charges sociales,-367352773.0
2024,2020,Engineering & Infrastructure Department,Charges de personnel et social,Primes et indemnités,-364555798.0
2024,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Consommables de bureau,-86215297.0
2024,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Pièces détachées,-89813899.0
2024,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Carburants et lubrifiants,-84179058.0
2024,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-146054186.0
2024,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-145645286.0
2024,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-131144887.0
2024,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Électricité,-91648268.0
2024,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Eau,-83880257.0
2024,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Autres énergies,-86570149.0
2024,2020,Engineering & Infrastructure Department,Prestations externes et frais,Sous-traitance générale,-88343840.0
2024,2020,Engineering & Infrastructure Department,Prestations externes et frais,Honoraires et conseils,-85526090.0
2024,2020,Engineering & Infrastructure Department,Prestations externes et frais,Assurances,-81259566.0
2024,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Transport du personnel,-54764763.0
2024,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Missions et déplacements,-49874886.0
2024,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Amortissements des immobilisations,-62620215.0
2024,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Intérêts sur emprunts,-67970699.0
2024,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38274897.0
2024,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Pénalités et amendes,-41234534.0
2024,2030,Commercial & Estate Department,Charges de personnel et social,Salaires du personnel permanent,-375691756.0
2024,2030,Commercial & Estate Department,Charges de personnel et social,Charges sociales,-353954795.0
2024,2030,Commercial & Estate Department,Charges de personnel et social,Primes et indemnités,-340341290.0
2024,2030,Commercial & Estate Department,"Achats, matières et consommables",Consommables de bureau,-92457402.0
2024,2030,Commercial & Estate Department,"Achats, matières et consommables",Pièces détachées,-81952766.0
2024,2030,Commercial & Estate Department,"Achats, matières et consommables",Carburants et lubrifiants,-89680509.0
2024,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-138977405.0
2024,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-144231113.0
2024,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-142914595.0
2024,2030,Commercial & Estate Department,"Énergie, eau et fluides",Électricité,-88777097.0
2024,2030,Commercial & Estate Department,"Énergie, eau et fluides",Eau,-86888204.0
2024,2030,Commercial & Estate Department,"Énergie, eau et fluides",Autres énergies,-90567922.0
2024,2030,Commercial & Estate Department,Prestations externes et frais,Sous-traitance générale,-82043390.0
2024,2030,Commercial & Estate Department,Prestations externes et frais,Honoraires et conseils,-83609044.0
2024,2030,Commercial & Estate Department,Prestations externes et frais,Assurances,-89335968.0
2024,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Transport du personnel,-50783754.0
2024,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Missions et déplacements,-52796008.0
2024,2030,Commercial & Estate Department,Charges financières et amortissements,Amortissements des immobilisations,-65005735.0
2024,2030,Commercial & Estate Department,Charges financières et amortissements,Intérêts sur emprunts,-65532472.0
2024,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38741686.0
2024,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Pénalités et amendes,-40497972.0
2024,2040,Corporate Services Department,Charges de personnel et social,Salaires du personnel permanent,-356743960.0
2024,2040,Corporate Services Department,Charges de personnel et social,Charges sociales,-375777247.0
2024,2040,Corporate Services Department,Charges de personnel et social,Primes et indemnités,-353681001.0
2024,2040,Corporate Services Department,"Achats, matières et consommables",Consommables de bureau,-83972097.0
2024,2040,Corporate Services Department,"Achats, matières et consommables",Pièces détachées,-82379589.0
2024,2040,Corporate Services Department,"Achats, matières et consommables",Carburants et lubrifiants,-83255677.0
2024,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-131785883.0
2024,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-139898917.0
2024,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-144309551.0
2024,2040,Corporate Services Department,"Énergie, eau et fluides",Électricité,-83165125.0
2024,2040,Corporate Services Department,"Énergie, eau et fluides",Eau,-83545565.0
2024,2040,Corporate Services Department,"Énergie, eau et fluides",Autres énergies,-86807539.0
2024,2040,Corporate Services Department,Prestations externes et frais,Sous-traitance générale,-89735445.0
2024,2040,Corporate Services Department,Prestations externes et frais,Honoraires et conseils,-92805074.0
2024,2040,Corporate Services Department,Prestations externes et frais,Assurances,-87300077.0
2024,2040,Corporate Services Department,"Transport, déplacements et logistique",Transport du personnel,-50614155.0
2024,2040,Corporate Services Department,"Transport, déplacements et logistique",Missions et déplacements,-49280645.0
2024,2040,Corporate Services Department,Charges financières et amortissements,Amortissements des immobilisations,-62455764.0
2024,2040,Corporate Services Department,Charges financières et amortissements,Intérêts sur emprunts,-62760559.0
2024,2040,Corporate Services Department,"Impôts, risques et autres charges",Impôts et taxes directs,-37393019.0
2024,2040,Corporate Services Department,"Impôts, risques et autres charges",Pénalités et amendes,-36487047.0
2024,2050,Safety & Security Department,Charges de personnel et social,Salaires du personnel permanent,-367146215.0
2024,2050,Safety & Security Department,Charges de personnel et social,Charges sociales,-353854670.0
2024,2050,Safety & Security Department,Charges de personnel et social,Primes et indemnités,-389663031.0
2024,2050,Safety & Security Department,"Achats, matières et consommables",Consommables de bureau,-87649912.0
2024,2050,Safety & Security Department,"Achats, matières et consommables",Pièces détachées,-89404544.0
2024,2050,Safety & Security Department,"Achats, matières et consommables",Carburants et lubrifiants,-82448084.0
2024,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-146380572.0
2024,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-139022244.0
2024,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-146463562.0
2024,2050,Safety & Security Department,"Énergie, eau et fluides",Électricité,-87902102.0
2024,2050,Safety & Security Department,"Énergie, eau et fluides",Eau,-86627255.0
2024,2050,Safety & Security Department,"Énergie, eau et fluides",Autres énergies,-86274910.0
2024,2050,Safety & Security Department,Prestations externes et frais,Sous-traitance générale,-83155550.0
2024,2050,Safety & Security Department,Prestations externes et frais,Honoraires et conseils,-81535768.0
2024,2050,Safety & Security Department,Prestations externes et frais,Assurances,-92372155.0
2024,2050,Safety & Security Department,"Transport, déplacements et logistique",Transport du personnel,-52037245.0
2024,2050,Safety & Security Department,"Transport, déplacements et logistique",Missions et déplacements,-54554021.0
2024,2050,Safety & Security Department,Charges financières et amortissements,Amortissements des immobilisations,-64342962.0
2024,2050,Safety & Security Department,Charges financières et amortissements,Intérêts sur emprunts,-61359241.0
2024,2050,Safety & Security Department,"Impôts, risques et autres charges",Impôts et taxes directs,-39859492.0
2024,2050,Safety & Security Department,"Impôts, risques et autres charges",Pénalités et amendes,-36703331.0
2024,2060,Finance Department,Charges de personnel et social,Salaires du personnel permanent,-347454352.0
2024,2060,Finance Department,Charges de personnel et social,Charges sociales,-368614622.0
2024,2060,Finance Department,Charges de personnel et social,Primes et indemnités,-355365009.0
2024,2060,Finance Department,"Achats, matières et consommables",Consommables de bureau,-93015923.0
2024,2060,Finance Department,"Achats, matières et consommables",Pièces détachées,-82352740.0
2024,2060,Finance Department,"Achats, matières et consommables",Carburants et lubrifiants,-90220921.0
2024,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-141271918.0
2024,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-144865957.0
2024,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-133854191.0
2024,2060,Finance Department,"Énergie, eau et fluides",Électricité,-87274933.0
2024,2060,Finance Department,"Énergie, eau et fluides",Eau,-86397266.0
2024,2060,Finance Department,"Énergie, eau et fluides",Autres énergies,-86302342.0
2024,2060,Finance Department,Prestations externes et frais,Sous-traitance générale,-91386830.0
2024,2060,Finance Department,Prestations externes et frais,Honoraires et conseils,-92968581.0
2024,2060,Finance Department,Prestations externes et frais,Assurances,-84629531.0
2024,2060,Finance Department,"Transport, déplacements et logistique",Transport du personnel,-53084468.0
2024,2060,Finance Department,"Transport, déplacements et logistique",Missions et déplacements,-53001183.0
